2018,11,5,14,38,27,317.8547649,34.67202913
2018,11,5,14,38,28,318.0267789,35.08201545
2018,11,5,14,38,29,318.2035649,35.49845944
2018,11,5,14,38,30,318.3853236,35.92148041
2018,11,5,14,38,31,318.5722676,36.35119824
2018,11,5,14,38,32,318.7646209,36.78773313
2018,11,5,14,38,33,318.9626207,37.23120545
2018,11,5,14,38,34,319.1665164,37.68173478
2018,11,5,14,38,35,319.3765768,38.13944228
2018,11,5,14,38,36,319.5930817,38.60444652
2018,11,5,14,38,37,319.81633,39.07686558
2018,11,5,14,38,38,320.0466383,39.55681606
2018,11,5,14,38,39,320.2843434,40.04441288
2018,11,5,14,38,40,320.5298031,40.53976847
2018,11,5,14,38,41,320.783396,41.04299183
2018,11,5,14,38,42,321.0455313,41.55419084
2018,11,5,14,38,43,321.3166389,42.07346703
2018,11,5,14,38,44,321.5971797,42.60091807
2018,11,5,14,38,45,321.8876453,43.13663619
2018,11,5,14,38,46,322.1885618,43.68070742
2018,11,5,14,38,47,322.5004908,44.23321079
2018,11,5,14,38,48,322.8240325,44.79421617
2018,11,5,14,38,49,323.1598356,45.36378696
2018,11,5,14,38,50,323.5085901,45.94197391
2018,11,5,14,38,51,323.8710387,46.52881677
2018,11,5,14,38,52,324.2479799,47.12434243
2018,11,5,14,38,53,324.6402725,47.72856327
2018,11,5,14,38,54,325.0488418,48.3414758
2018,11,5,14,38,55,325.4746854,48.96305836
2018,11,5,14,38,56,325.9188771,49.59326853
2018,11,5,14,38,57,326.3825853,50.23204463
2018,11,5,14,38,58,326.8670659,50.8792979
2018,11,5,14,38,59,327.3736805,51.53491349
2018,11,5,14,39,0,327.903906,52.19874658
2018,11,5,14,39,1,328.4593443,52.87061977
2018,11,5,14,39,2,329.0417349,53.55031915
2018,11,5,14,39,3,329.6529664,54.23758989
2018,11,5,14,39,4,330.2951029,54.93213569
2018,11,5,14,39,5,330.9703832,55.63360921
2018,11,5,14,39,6,331.6812499,56.34160982
2018,11,5,14,39,7,332.4303681,57.05567814
2018,11,5,14,39,8,333.220646,57.77528934
2018,11,5,14,39,9,334.0552587,58.49984667
2018,11,5,14,39,10,334.9376737,59.22867366
2018,11,5,14,39,11,335.8716741,59.9610053
2018,11,5,14,39,12,336.8614023,60.69598215
2018,11,5,14,39,13,337.9113651,61.43263477
2018,11,5,14,39,14,339.0264792,62.16987593
2018,11,5,14,39,15,340.2120944,62.90648751
2018,11,5,14,39,16,341.4740177,63.64110616
2018,11,5,14,39,17,342.818534,64.37220926
2018,11,5,14,39,18,344.2524085,65.09809701
2018,11,5,14,39,19,345.7829065,65.81687781
2018,11,5,14,39,20,347.4177371,66.5264466
2018,11,5,14,39,21,349.1650223,67.22446833
2018,11,5,14,39,22,351.0332032,67.90835914
2018,11,5,14,39,23,353.0309011,68.57526966
2018,11,5,14,39,24,355.1667128,69.22207079
2018,11,5,14,39,25,357.4489207,69.84534556
2018,11,5,14,39,26,359.8851453,70.44138915
2018,11,5,14,39,27,2.481819626,71.00621955
2018,11,5,14,39,28,5.243625924,71.53560647
2018,11,5,14,39,29,8.172797283,72.02511923
2018,11,5,14,39,30,11.26836057,72.47020152
2018,11,5,14,39,31,14.52536395,72.86627345
2018,11,5,14,39,32,17.93418455,73.20886417
2018,11,5,14,39,33,21.48001586,73.49377176
2018,11,5,14,39,34,25.14271546,73.71723682
2018,11,5,14,39,35,28.89699875,73.87613107
2018,11,5,14,39,36,32.71321511,73.96812416
2018,11,5,14,39,37,36.55856614,73.99182221
2018,11,5,14,39,38,40.39872217,73.94685506
2018,11,5,14,39,39,44.19962748,73.83389929
2018,11,5,14,39,40,47.9292703,73.65463731
2018,11,5,14,39,41,51.5592206,73.41164632
2018,11,5,14,39,42,55.0656819,73.10825947
2018,11,5,14,39,43,58.43010371,72.74838242
2018,11,5,14,39,44,61.63928244,72.33631295
2018,11,5,14,39,45,64.68506474,71.87656671
2018,11,5,14,39,46,67.56377517,71.37372654
2018,11,5,14,39,47,70.27548682,70.83231899
2018,11,5,14,39,48,72.82324656,70.25672222
2018,11,5,14,39,49,75.21233815,69.65109088
2018,11,5,14,39,50,77.44960697,69.01932832
2018,11,5,14,39,51,79.54291167,68.36505428
2018,11,5,14,39,52,81.50066877,67.69159997
2018,11,5,14,39,53,83.33150856,67.00201068
2018,11,5,14,39,54,85.0440163,66.29905636
2018,11,5,14,39,55,86.6465487,65.58524843
2018,11,5,14,39,56,88.14711363,64.86284852
2018,11,5,14,39,57,89.55329043,64.13390034
2018,11,5,14,39,58,90.87218936,63.40023899
2018,11,5,14,39,59,92.11043467,62.66351159
2018,11,5,14,40,0,93.2741657,61.92519407
2018,11,5,14,40,1,94.36904989,61.18660718
2018,11,5,14,40,2,95.40030328,60.448931
2018,11,5,14,40,3,96.37271856,59.71322054
2018,11,5,14,40,4,97.29068864,58.98040944
2018,11,5,14,40,5,98.15824137,58.2513332
2018,11,5,14,40,6,98.97906421,57.5267313
2018,11,5,14,40,7,99.75653426,56.80725761
2018,11,5,14,40,8,100.4937437,56.09348883
2018,11,5,14,40,9,101.1935248,55.38593165
2018,11,5,14,40,10,101.8584748,54.68503089
2018,11,5,14,40,11,102.490972,53.99116873
2018,11,5,14,40,12,103.0932019,53.30468016
2018,11,5,14,40,13,103.6671705,52.62585121
2018,11,5,14,40,14,104.2147225,51.95492495
2018,11,5,14,40,15,104.7375545,51.29210545
2018,11,5,14,40,16,105.2372293,50.63756129
2018,11,5,14,40,17,105.7151891,49.99143068
2018,11,5,14,40,18,106.1727617,49.35381808
2018,11,5,14,40,19,106.6111767,48.72480646
2018,11,5,14,40,20,107.0315705,48.10445323
2018,11,5,14,40,21,107.4349949,47.49279467
2018,11,5,14,40,22,107.8224251,46.88984736
2018,11,5,14,40,23,108.1947658,46.29561076
2018,11,5,14,40,24,108.5528571,45.71006817
2018,11,5,14,40,25,108.8974811,45.13319083
2018,11,5,14,40,26,109.229363,44.56493268
2018,11,5,14,40,27,109.5491809,44.00524091
2018,11,5,14,40,28,109.8575665,43.45405121
2018,11,5,14,40,29,110.1551092,42.91129046
2018,11,5,14,40,30,110.44236,42.37687754
2018,11,5,14,40,31,110.7198339,41.85072472
2018,11,5,14,40,32,110.9880141,41.3327393
2018,11,5,14,40,33,111.2473507,40.8228196
2018,11,5,14,40,34,111.4982682,40.32086327
2018,11,5,14,40,35,111.7411642,39.8267629
2018,11,5,14,40,36,111.9764125,39.34040789
2018,11,5,14,40,37,112.2043643,38.86168469
2018,11,5,14,40,38,112.42535,38.39047784
2018,11,5,14,40,39,112.6396809,37.92667
2018,11,5,14,40,40,112.8476512,37.47014354
2018,11,5,14,40,41,113.0495358,37.02077674
2018,11,5,14,40,42,113.2455967,36.57845053
2018,11,5,14,40,43,113.4360806,36.14304426
2018,11,5,14,40,44,113.6212206,35.71443739
2018,11,5,14,40,45,113.8012373,35.29250952
2018,11,5,14,40,46,113.9763394,34.87714062
2018,11,5,14,40,47,114.1467257,34.46821232
2018,11,5,14,40,48,114.3125817,34.06560406
2018,11,5,14,40,49,114.4740861,33.66919926
2018,11,5,14,40,50,114.6314077,33.27888127
2018,11,5,14,40,51,114.7847067,32.89453478
2018,11,5,14,40,52,114.9341354,32.51604567
2018,11,5,14,40,53,115.0798386,32.14330133
2018,11,5,14,40,54,115.2219548,31.77619145
2018,11,5,14,40,55,115.3606134,31.41460464
2018,11,5,14,40,56,115.4959401,31.05843378
2018,11,5,14,40,57,115.6280541,30.70757256
2018,11,5,14,40,58,115.7570686,30.36191613
2018,11,5,14,40,59,115.883092,30.02136167
2018,11,5,14,41,0,116.0062275,29.68580797
2018,11,5,14,41,1,116.1265737,29.3551556
2018,11,5,14,41,2,116.2442259,29.02930764
2018,11,5,14,41,3,116.3592724,28.70816675
2018,11,5,14,41,4,116.4718002,28.39163964
2018,11,5,14,41,5,116.5818918,28.07963405
